#,TimeSpentONOS,TimeSpentClassif,TimeSpentTot,FlowPerPkt
0,0.0,58,63.0,10.0
1,0.0,6,8.0,10.0
2,0.0,6,8.0,10.0
3,0.0,6,8.0,10.0
4,0.0,4,6.0,10.0
5,0.0,5,7.0,10.0
6,0.0,4,5.0,10.0
7,0.0,2,4.0,10.0
8,0.0,5,6.0,10.0
9,0.0,5,7.0,10.0
10,0.0,4,6.0,10.0
11,0.0,4,5.0,10.0
12,0.0,3,4.0,10.0
13,0.0,2,4.0,10.0
14,0.0,3,4.0,10.0
15,0.0,2,4.0,10.0
16,0.0,4,5.0,10.0
17,0.0,3,5.0,10.0
18,0.0,2,3.0,10.0
19,0.0,2,4.0,10.0
20,0.0,3,4.0,10.0
21,0.0,2,3.0,10.0
22,0.0,3,4.0,10.0
23,0.0,2,4.0,10.0
24,0.0,2,3.0,10.0
25,0.0,3,4.0,10.0
26,0.0,2,3.0,10.0
27,0.0,1,2.0,10.0
28,0.0,3,3.0,10.0
29,0.0,5,6.0,10.0
30,0.0,2,3.0,10.0
31,0.0,1,2.0,10.0
32,0.0,2,4.0,10.0
33,0.0,2,3.0,10.0
34,1.0,1,3.0,10.0
35,0.0,2,3.0,10.0
36,0.0,2,3.0,10.0
37,0.0,2,3.0,10.0
38,0.0,3,4.0,10.0
39,0.0,2,3.0,10.0
40,0.0,2,3.0,10.0
41,0.0,2,3.0,10.0
42,1.0,2,4.0,10.0
43,0.0,2,3.0,10.0
44,0.0,2,3.0,10.0
45,0.0,2,3.0,10.0
46,0.0,3,4.0,10.0
47,0.0,3,4.0,10.0
48,0.0,2,3.0,10.0
49,0.0,1,2.0,10.0
50,0.0,2,3.0,10.0
51,0.0,3,4.0,10.0
52,0.0,2,3.0,10.0
53,0.0,2,3.0,10.0
54,0.0,1,2.0,10.0
55,0.0,2,3.0,10.0
56,0.0,2,3.0,10.0
57,0.0,1,2.0,10.0
58,0.0,1,2.0,10.0
59,0.0,3,4.0,10.0
60,0.0,1,2.0,10.0
61,0.0,2,3.0,10.0
62,0.0,1,3.0,10.0
63,0.0,2,3.0,10.0
64,0.0,3,4.0,10.0
65,0.0,1,3.0,10.0
66,0.0,1,2.0,10.0
67,0.0,1,3.0,10.0
68,0.0,2,3.0,10.0
69,0.0,2,3.0,10.0
70,0.0,2,4.0,10.0
71,0.0,1,2.0,10.0
72,0.0,2,3.0,10.0
73,0.0,2,3.0,10.0
74,0.0,3,4.0,10.0
75,0.0,1,3.0,10.0
76,0.0,2,3.0,10.0
77,0.0,1,2.0,10.0
78,0.0,1,2.0,10.0
79,1.0,1,3.0,10.0
80,0.0,1,3.0,10.0
81,0.0,2,4.0,10.0
82,0.0,1,2.0,10.0
83,0.0,2,3.0,10.0
84,0.0,1,2.0,10.0
